a,b,c,d,e,f,g,h,i,j,k,l,target
25.49,3793.9,9,45000,1.52,0,0,0,41,30,1,1,1
10.49,1624.9,9,45000,3.71,3,1,1,28,30,1,0,0
14.99,2772.9,9,45000,6.16,0,4,1,44,40,1,1,0
18.99,6551.4,9,45000,6.75,0,1,0,48,30,1,1,1
11.49,3297.2,9,45000,13.33,0,0,0,38,20,1,1,0
6.99,1543.7,9,45000,16.56,0,0,0,50,10,-1,0,0
24.74,5705.7,9,45000,18.48,0,1,0,30,40,1,0,0
15.99,3515.3,9,45000,19.49,0,1,0,32,20,1,1,1
14.99,4757,9,45000,20.03,0,0,1,24,30,1,1,1
17.99,3046.6,9,45000,21.79,0,0,0,41,30.04,1,1,0
11.44,2306.4,9,45000,21.84,0,0,1,27,30,1,1,1
10.49,3249.8,9,45000,22.59,0,0,1,33,30,1,1,0
18.99,6597.2,9,45000,23.31,0,0,0,30,30,1,1,1
16.99,3653.9,9,45000,27.04,0,0,0,49,20,1,0,1
13.99,2392.1,9,45000,27.55,0,1,1,52,20,1,1,1
11.39,1975.5,9,45000,28.51,1,0,0,26,50,-1,0,0
30.89,4959.7,9,45000,30.67,0,1,1,29,30,1,1,1
30.84,3287.2,9,45000,31.2,0,0,1,49,50,1,0,0
12.74,3356.9,10,45000,1.63,0,0,0,46,30,-1,0,1
13.99,820.2,10,45000,2.67,0,1,1,42,30,1,0,0
7.49,3110.2,10,45000,2.69,0,0,0,33,10,1,0,0
13.99,4606.1,10,45000,2.91,0,1,1,31,20,1,1,1
15.99,3515.3,10,45000,3.09,1,0,0,44,40,1,1,0
11.49,1582.7,10,45000,4.24,0,0,0,47,10,1,0,0
14.99,1923.7,10,45000,4.67,0,1,0,53,30,1,0,0
8.99,1907.8,10,45000,4.88,2,0,0,31,20,1,1,1
6.99,1080.6,10,45000,5.04,2,1,0,48,10,1,0,0
11.44,1317.9,10,45000,5.15,3,0,0,47,30,-1,1,1
17.99,3554.4,10,45000,5.49,0,0,0,39,30,1,1,1
5.32,3011.5,10,45000,6.01,0,0,0,32,20,1,1,1
7.99,877.3,10,45000,8.35,1,0,0,36,30,1,0,0
14.99,1733.1,10,45000,8.35,0,1,0,45,30,1,0,1
13.99,3417.3,10,45000,8.43,0,0,0,37,30,1,0,0
11.44,3294.8,10,45000,9.33,2,0,0,30,10,1,1,0
14.99,2079.7,10,45000,9.41,2,0,0,43,10,1,0,0
17.99,2538.8,10,45000,9.71,0,2,2,36,30,1,1,0
30.49,5878,10,45000,10.27,0,4,0,41,10,1,0,0
11.44,1976.9,10,45000,10.37,0,0,0,48,10,1,0,0
11.44,1976.9,10,45000,10.43,0,0,1,40,30,1,0,1
11.49,3562,10,45000,11.23,3,1,0,47,20,1,1,1
18.99,916.3,10,45000,11.41,0,0,0,38,30,1,1,1
17.99,6347,10,45000,11.47,1,0,0,29,30,1,1,1
11.49,4945.7,10,45000,12.08,0,0,0,31,30,1,0,0
8.24,1886.9,10,45000,12.94,0,1,0,52,10,1,0,0
13.49,2035.9,10,45000,13.04,2,2,0,56,10,1,1,0
8.24,3144.8,10,45000,13.23,0,0,0,44,30,1,1,0
7.49,3732.2,10,45000,13.39,4,0,0,39,30,-1,1,1
11.44,6589.5,10,45000,13.76,0,0,1,47,30,-1,1,1
10.49,2437.4,10,45000,14.56,0,2,0,29,30,1,1,1
8.24,5660.5,10,45000,14.96,0,0,0,41,30,1,1,1
14.99,3466.1,10,45000,15.01,2,0,0,31,5,1,0,0
19.99,3715.9,10,45000,15.23,0,2,0,25,50,1,0,1
6.99,1852.4,10,45000,15.36,0,0,0,47,20,1,1,0
24.99,2934.6,10,45000,15.55,0,1,1,47,20,-1,1,1
10.49,5199.7,10,45000,15.81,0,0,0,27,30,1,1,0
15.99,2431.3,10,45000,15.81,0,0,0,35,20,1,1,1
12.74,1074.3,10,45000,15.92,0,1,0,27,49.95,1,0,0
12.74,1007.1,10,45000,16.32,0,0,0,32,20,1,1,1
21.49,7509.6,10,45000,16.64,2,0,0,56,30,-1,0,0
10.49,3249.8,10,45000,16.69,0,0,1,24,20,1,1,1
13.49,1357.3,10,45000,17.29,0,1,0,47,30,-1,1,0
13.99,3417.3,10,45000,17.73,1,0,0,38,30,1,0,1
11.49,989.2,10,45000,18,0,0,1,34,30,1,0,0
13.49,2375.2,10,45000,18.32,1,0,2,34,30,1,1,1
8.24,1509.5,10,45000,18.48,0,0,0,43,10,1,1,0
11.44,2635.8,10,45000,18.48,0,0,0,32,10,-1,1,0
19.99,2898.4,10,45000,18.7,0,3,0,35,20,1,1,0
7.99,3759.9,10,45000,18.77,0,0,0,40,30,1,0,0
18.99,7183.6,10,45000,20,0,1,0,27,30,1,0,1
12.74,3356.9,10,45000,20.19,0,0,0,36,10,1,0,1
14.49,2065,10,45000,20.24,0,0,1,28,20,1,1,1
21.49,5739.3,10,45000,20.24,0,0,0,43,10,1,1,1
15.99,2636.5,10,45000,20.28,0,0,1,26,30,-1,0,1
13.99,1367,10,45000,20.32,0,0,0,32,10,-1,0,0
30.74,5610.5,10,45000,20.37,0,2,0,45,20,1,1,1
25.49,4149.6,10,45000,20.59,0,0,1,54,51.18,1,1,1
24.99,5810.5,10,45000,20.6,0,0,1,28,30,-1,1,1
19.99,3708.4,10,45000,20.77,1,0,0,37,30,1,0,0
10.49,3249.8,10,45000,21.02,1,0,0,34,20,-1,1,1
26.24,6016.6,10,45000,21.05,0,1,0,37,20,1,1,1
13.99,1794.1,10,45000,21.47,0,0,0,25,40,1,0,0
14.49,3854.7,10,45000,21.52,0,2,1,27,20,1,1,1
18.99,1099.6,10,45000,21.68,0,0,0,48,40,1,0,0
17.99,3614.8,10,45000,21.69,0,1,1,28,20,-1,0,0
26.24,3579.9,10,45000,21.77,0,0,0,52,30,1,1,1
15.99,9025.4,10,45000,21.84,0,0,0,29,10,1,0,1
13.49,3393.1,10,45000,21.92,0,0,0,40,10,1,1,1
13.99,3722.1,10,45000,21.92,0,0,0,33,30,1,0,0
18.99,6496.8,10,45000,21.92,0,1,1,27,40,-1,1,0
26.24,4001.1,10,45000,21.92,0,1,1,55,30,-1,1,1
18.99,5187.1,10,45000,22.16,0,0,0,45,40,1,1,0
13.49,814.4,10,45000,22.29,0,0,1,28,20,1,1,1
14.99,6932.1,10,45000,22.91,0,0,0,37,40,1,0,0
8.99,2289.3,10,45000,23.36,0,0,0,30,20,1,1,1
15.99,5272.9,10,45000,23.36,0,1,0,34,10,1,0,1
15.99,2461.7,10,45000,23.41,0,0,0,48,30,1,0,0
26.24,5625.5,10,45000,23.41,1,0,2,31,30,1,1,1
14.99,7625.3,10,45000,24.59,0,0,0,29,20,-1,1,0
14.99,1386.5,10,45000,24.73,0,1,0,32,20,1,1,0
24.74,2920,10,45000,24.92,0,0,0,25,30,1,1,1
11.49,2217.4,10,45000,25.71,0,0,0,48,30,1,1,1
23.99,8826.3,10,45000,25.85,0,0,0,28,10,1,0,0
24.74,5943.4,10,45000,26.16,0,0,0,33,20,1,1,1
22.74,5552.2,10,45000,26.2,0,0,0,40,20,1,1,1
19.99,5899,10,45000,26.23,0,2,0,32,20,-1,1,1
11.49,461.6,10,45000,26.27,0,0,0,40,30,1,0,0
12.74,1342.8,10,45000,26.32,1,0,0,27,10,-1,0,0
11.39,3292.4,10,45000,26.53,2,0,0,25,30,1,0,1
26.24,5482.6,10,45000,26.85,1,0,0,48,30,1,0,1
19.99,2648.9,10,45000,26.99,0,2,2,33,30,1,1,1
11.49,2637.8,10,45000,27.12,0,1,0,51,20,1,1,1
7.99,4605.8,10,45000,27.25,0,1,0,56,10,1,0,0
13.99,2652,10,45000,27.33,0,0,0,36,10,1,0,0
10.49,3249.8,10,45000,27.37,3,0,0,29,20,1,1,1
16.99,2851.9,10,45000,27.82,0,0,0,31,30,1,0,0
8.24,503.2,10,45000,27.89,0,0,0,43,10,1,0,0
11.39,4938.6,10,45000,27.95,1,0,0,42,20,1,1,1
8.24,3773.7,10,45000,28.29,0,0,0,48,20,1,1,0
25.49,2801.4,10,45000,28.35,0,2,0,40,30,1,1,1
13.49,6786.1,10,45000,28.48,0,3,0,55,30,1,0,0
11.49,3297.2,10,45000,28.61,2,0,0,36,30,-1,0,0
15.99,6960.2,10,45000,28.67,0,0,1,39,30,1,0,0
28.69,3549.8,10,45000,28.69,0,0,0,24,20,1,1,1
19.99,2648.9,10,45000,28.93,0,0,1,43,30,1,1,1
13.49,3393.1,10,45000,28.97,0,0,0,36,10,-1,0,0
18.99,2638.9,10,45000,29.1,0,0,1,30,20,1,1,1
26.24,5414.9,10,45000,29.31,0,2,0,32,20,1,0,1
13.99,1025.2,10,45000,29.6,0,1,1,30,20,1,0,0
16.99,9981.4,10,45000,29.97,0,0,0,31,30,1,0,0
13.99,3075.6,10,45000,30.15,0,0,2,45,20,1,0,0
12.74,2853.4,10,45000,30.24,0,0,0,39,10,1,0,0
12.79,5240.5,10,45000,30.73,0,1,0,36,30,1,1,1
11.49,1318.9,10,45000,31.07,0,2,0,26,20,-1,0,0
12.74,3692.6,10,45000,31.25,0,2,0,28,30,1,0,0
29.99,5062.4,10,45000,31.25,0,1,1,39,30,1,1,1
26.49,3779,10,45000,31.31,0,0,0,33,20,1,1,1
16.99,5347.2,10,45000,31.42,0,0,1,45,30,1,1,0
11.49,3956.6,10,45000,31.52,4,1,1,49,10,-1,0,0
17.99,3554.4,10,45000,31.63,0,1,0,49,10,1,1,0
9.49,768.7,10,45000,31.73,0,0,0,37,20,-1,1,1
7.49,1555.1,10,45000,31.89,0,0,0,32,10,-1,0,0
16.99,2495.4,10,45000,32.1,1,0,1,31,30,1,1,0
28.69,5679.7,10,45000,32.45,0,0,0,47,30,1,1,0
21.49,3546.1,10,45000,32.53,0,0,0,49,10,1,0,0
13.99,2733.9,10,45000,32.75,0,2,1,26,10,-1,0,1
15.99,2723.1,10,45000,32.8,0,1,0,56,10,1,0,0
14.49,7433.9,10,45000,32.85,1,1,0,36,20,1,1,1
11.39,1646.2,10,45000,32.96,0,1,0,29,30,1,1,1
14.99,1577.1,10,45000,33.25,1,0,0,36,30,1,0,0
13.49,2714.5,10,45000,33.7,0,1,1,24,30,1,1,1
10.49,1949.9,10,45000,33.87,0,1,0,39,10,1,1,0
22.39,8909.2,10,45000,38.29,3,0,0,29,20,1,1,1
11.44,1976.9,10,45000,47.65,0,0,1,34,10,1,0,0
17.99,7148.2,10,44999,21.82,0,0,1,32,20,1,1,1
11.49,1648.6,10,44976,12.65,0,0,0,26,30,1,1,1
14.99,4483.5,10,44904,11.79,0,0,0,39,30,1,0,0
8.59,3161,10,44900,12.38,0,0,0,28,20,1,1,1
21.49,5584.8,3,44689,9.05,0,2,0,41,30,-1,1,0
17.99,5077.6,4,44658,45.5,0,0,0,40,20,1,1,1
10.99,2782.4,1,44596,30.27,0,0,0,21,30,1,1,1
16.99,6416.6,10,44580,33.27,0,0,2,31,20,1,0,1
13.99,1674.5,1,44500,6.31,0,1,0,25,10,1,1,0
19.99,4477.6,1,44500,8.06,0,0,0,49,30,1,0,1
13.49,2714.5,1,44500,24.95,1,0,0,31,50,1,0,0
12.79,3359.3,8,44500,26.42,0,0,0,32,20,1,1,1
17.99,6750.6,10,44487.72,30.02,0,2,0,46,10,1,0,0
12.74,5706.8,10,44400,13.35,0,0,0,33,30,1,1,0
11.44,1153.2,10,44400,22.97,0,1,0,30,40,1,1,0
11.39,2370.6,10,44400,23.08,0,1,0,31,30,1,1,1
14.99,6750.2,10,44304,28.23,3,1,0,29,10,1,1,1
21.49,2733,3,44300,13.82,0,0,0,37,10,1,0,0
11.39,1975.5,4,44300,17.29,0,2,1,49,30,1,0,0
17.99,1518.2,10,44244,30.3,0,0,1,30,30,-1,1,0
11.44,2635.8,1,44200,21.94,0,1,0,29,40,1,1,1
18.99,5497.7,1,44200,33.89,0,0,0,35,20,-1,1,1
21.49,1128.4,5,44200,30.47,0,1,0,30,20,1,1,1
14.99,1663.8,2,44168,12.01,0,1,1,25,30,1,1,1
26.24,7487.6,1,44160,26.68,0,0,1,36,30,1,0,1
13.49,2952,10,44088,34.62,0,0,0,23,20,-1,1,1
10.49,1949.9,1,44000,6.63,0,1,1,49,30,1,1,0
26.24,4760.6,1,44000,12.52,0,1,0,38,30,1,1,0
11.39,2633.9,1,44000,13.69,0,2,0,42,30,1,0,1
16.99,4634.3,1,44000,14.95,0,0,0,29,20,1,1,1
30.49,5453.4,1,44000,21.79,0,1,0,46,20,-1,1,1
11.44,2273.4,1,44000,22.34,0,0,1,51,10,1,0,1
11.39,1053.6,1,44000,23.19,0,1,0,44,50,1,1,1
15.99,4218.3,1,44000,24.25,0,1,0,52,30,1,1,0
13.49,3393.1,1,44000,26.43,0,1,0,34,30,-1,0,1
11.49,3297.2,1,44000,26.84,0,0,1,38,30,1,0,0
13.49,6862.5,2,44000,12.65,0,2,0,30,10,1,0,0
13.99,1708.7,2,44000,21.91,0,1,0,24,20,1,1,1
7.49,917.5,2,44000,22.78,0,2,0,36,30,1,0,0
10.49,4874.7,2,44000,22.91,0,0,0,48,30,1,1,0
11.44,395.4,2,44000,27.52,1,0,0,31,40,1,0,0
27.79,4341.3,2,44000,33.5,0,2,0,26,20,-1,1,1
28.69,3163.3,3,44000,8.97,0,0,0,26,30,-1,1,0
11.49,1384.8,3,44000,9.08,0,2,1,28,45.7,1,0,0
13.49,1018,3,44000,10.23,0,0,0,48,30,1,1,1
12.74,1678.5,3,44000,12.15,3,0,0,33,47,1,0,0
11.44,3294.8,3,44000,13.83,0,0,0,28,20,-1,1,0
8.24,3144.8,3,44000,17.02,0,0,0,35,30,-1,0,0
8.24,1572.4,3,44000,19.29,0,2,0,36,30,1,1,1
14.99,4159.3,3,44000,22.61,0,3,0,29,20,-1,0,0
27.79,10312.6,3,44000,22.67,0,1,1,26,20,1,1,1
6.99,1698,3,44000,24.55,0,0,0,29,30,1,0,0
12.74,1611.4,3,44000,32.62,0,0,1,33,30,1,1,0
19.99,5722.5,3,44000,33.74,0,1,0,28,30,1,0,0
11.44,4645.6,4,44000,15.38,0,0,0,36,30,1,1,1
14.99,1386.5,4,44000,21.32,0,1,0,20,20,1,1,1
11.49,1648.6,4,44000,27.36,0,0,0,51,10,1,0,1
19.99,3178.6,5,44000,11.51,0,0,1,29,20,1,1,1
11.44,1647.4,5,44000,13.26,0,0,1,39,30,1,0,0
11.49,2308,5,44000,19.42,0,0,0,38,30,-1,0,1
10.49,1300,5,44000,21.25,0,0,0,34,5,1,0,0
16.99,5347.2,5,44000,23.87,0,1,0,27,30,1,1,1
15.99,6802,5,44000,24.39,0,1,2,42,15,-1,0,0
16.99,534.8,5,44000,28.51,0,0,0,40,10,1,0,0
15.59,5182.1,5,44000,34.26,0,0,0,50,20,-1,1,1
23.99,5080,6,44000,30.11,0,0,0,43,30,1,0,0
13.99,2733.9,6,44000,33.17,0,0,0,39,20,1,1,1
14.99,2088.3,7,44000,8.07,0,0,1,47,40.58,1,0,0
26.24,6739.8,7,44000,11.89,0,1,0,38,30,1,1,1
17.99,1807.4,7,44000,26,0,2,0,40,20,1,1,1
13.49,5061.1,8,44000,26.19,0,0,0,33,10,1,0,0
11.44,6523.7,9,44000,12.14,1,0,0,39,30,1,0,0
16.99,2673.6,9,44000,25.15,0,0,1,27,30,1,1,1
13.99,2050.4,9,44000,33.55,0,0,0,33,30,-1,0,0
13.49,2926.6,10,44000,5.48,0,1,1,26,30,1,1,1
7.49,466.6,10,44000,11.46,0,0,0,27,40,1,0,0
19.99,3178.6,10,44000,11.46,0,1,0,42,15,1,0,0
26.24,4512.5,10,44000,12.67,0,0,0,42,20,-1,1,1
22.74,5426,10,44000,12.85,0,0,1,35,20,1,1,0
15.99,4218.3,10,44000,15.74,1,0,0,28,20,1,1,1
11.49,2967.5,10,44000,16.53,0,0,1,42,10,1,1,0
18.99,2858.8,10,44000,17.46,0,0,0,30,30,1,1,1
19.99,5573.8,10,44000,19.12,0,1,0,52,20,1,1,1
11.44,1647.4,10,44000,19.48,0,1,1,30,30,1,0,0
13.49,7125.4,10,44000,21.96,1,0,0,30,20,1,1,1
25.49,6683.3,10,44000,23.6,0,0,1,57,30,1,0,1
18.99,5864.2,10,44000,24,0,0,0,32,30,1,0,1
10.49,2599.9,10,44000,24.17,0,0,1,45,20,1,1,1
6.99,2469.9,10,44000,24.36,0,0,1,34,30,-1,0,0
11.49,3280.7,10,44000,24.8,0,0,0,55,40,1,0,0
21.49,7007.1,10,44000,24.99,0,1,0,48,10,1,0,1
11.49,989.2,10,44000,25.18,0,1,2,36,10,-1,0,0
7.49,1244.1,10,44000,26,0,0,0,32,10,1,0,0
10.49,1072.5,10,44000,26.16,0,0,0,38,30,1,0,0
30.89,3327.9,10,44000,26.81,0,0,2,31,30,1,1,1
18.99,5497.7,10,44000,26.95,0,1,0,45,20,1,1,1
15.99,2723.1,10,44000,30.01,1,1,0,41,40,1,1,0
15.99,3515.3,10,44000,32.11,0,1,0,33,20,1,1,1
19.99,4767.9,10,44000,32.24,0,2,0,31,30,1,1,1
18.99,3665.1,10,44000,33.72,0,0,0,56,10,-1,0,0
16.99,4990.7,10,44000,34.62,0,0,0,32,20,1,1,0
30.89,3948.3,10,44000,34.67,0,0,0,35,20,1,1,1
24.74,6131.6,10,43999,27.96,0,4,1,58,30,1,0,0
19.99,6357.2,9,43688,26.92,0,1,0,47,30,1,1,1
7.99,1566.6,1,43680,6.62,0,0,0,38,10,1,0,0
17.99,3614.8,2,43680,31.75,2,0,0,25,30,1,0,1
11.39,1646.2,5,43680,11.73,0,0,0,49,30,-1,0,0
25.49,3556.8,8,43680,23.46,0,1,0,48,10,1,1,0
14.99,3180.1,10,43620,17.91,0,1,0,49,30,1,1,0
12.74,6579.5,10,43607,22.02,0,0,0,34,40,1,0,0
8.24,4088.2,5,43600,19.63,0,0,1,30,30,-1,1,0
12.74,6042.4,8,43600,46.08,0,1,1,34,30,1,1,1
11.49,1648.6,10,43600,3.1,0,0,2,42,50,1,0,0
11.44,2635.8,1,43500,18.98,0,1,0,28,30,1,1,1
21.49,2733,1,43500,24.22,0,0,0,29,30,1,1,1
11.44,527.2,3,43500,3.94,2,0,0,37,40,1,0,0
11.44,2767.6,7,43500,19.48,0,0,0,33,20,1,1,1
12.79,4031.2,9,43500,32.19,0,0,0,37,20,1,1,1
21.49,4418.6,10,43500,18.81,0,1,1,37,30,1,0,1
15.99,3585.6,10,43500,27.2,0,1,0,35,30,1,1,1
6.99,2593.3,10,43500,28.47,0,0,0,30,10,1,0,0
8.24,2515.8,3,43452,10.36,0,1,1,29,30,1,0,0
29.96,5892,10,43432.1,32.47,0,0,0,31,20,-1,1,1
8.24,1886.9,9,43392,24.34,0,0,1,28,41.48,-1,1,1
13.49,4555.2,10,43377,36.75,4,0,0,46,10,1,0,0
11.39,3292.4,10,43368,15.38,12,0,0,33,30,1,0,0
11.49,2637.8,10,43366,3.21,1,0,0,52,10,1,0,1
6.99,1852.4,10,43336.8,25.05,0,2,0,40,20,1,1,1
13.49,2628.3,10,43324,5.76,3,0,0,38,30,1,1,1
13.49,4750.3,10,43308.88,8.34,0,0,0,42,30,1,0,1
26.99,4884.7,1,43300,22.48,0,1,1,52,20,1,1,1
29.99,7385.7,10,43272,30.98,0,0,0,42,30,-1,1,1
13.99,1708.7,10,43264,34.4,1,0,0,45,30,1,1,0
11.44,2635.8,5,43205,13.75,0,0,0,25,41,1,0,0
21.49,6371.8,1,43200,28.57,0,1,0,43,20,1,0,1
26.24,4931.1,2,43200,4.56,0,0,0,58,10,-1,0,0
14.99,4965.2,2,43200,29.39,1,1,2,31,30,1,1,1
15.99,4218.3,2,43200,32.94,0,0,0,31,30,-1,0,1
28.88,6017.1,9,43200,20.78,0,0,0,35,20,1,1,1
12.74,1409.9,10,43200,17.56,0,0,0,26,30,-1,1,0
19.99,5118.6,1,43100,32.5,0,1,1,41,30,-1,1,1
25.69,3332.9,6,43008,26.14,0,1,1,50,20,1,1,1
7.24,805.7,1,43000,0.98,0,0,0,34,30,1,1,0
8.24,2987.5,1,43000,8.93,0,0,0,49,40,1,1,1
11.44,2635.8,1,43000,10.38,0,0,0,33,40,1,0,0
11.49,824.3,1,43000,12.03,0,0,0,31,30,1,1,1
16.99,5347.2,1,43000,16.47,0,1,0,30,30,1,1,1
15.99,4306.2,1,43000,16.69,2,0,0,23,30,1,0,0
11.49,1978.3,1,43000,16.94,0,0,2,43,10,1,0,0
13.49,1696.6,1,43000,17.56,0,0,0,29,30,1,1,1
10.49,975,1,43000,20.76,0,0,0,21,20,1,1,1
21.49,3261.8,1,43000,21.71,0,2,1,36,40,1,0,0
11.44,1581.5,1,43000,23.09,0,0,0,26,30,1,0,0
16.99,5703.7,1,43000,24.95,4,1,0,43,30,1,0,1
19.99,2684.8,1,43000,25.2,0,1,1,43,20,1,1,1
25.29,3542.6,1,43000,27.27,2,0,0,48,20,1,1,1
11.49,2637.8,1,43000,31.17,0,2,0,39,20,1,1,1
28.69,8708.8,1,43000,32.29,14,0,0,28,10,1,0,0
19.99,4589.1,2,43000,10.21,2,0,0,38,20,1,1,1
24.74,4277.7,2,43000,13.28,1,0,0,46,30,1,0,0
13.99,1708.7,2,43000,15.91,0,0,0,39,40,-1,1,0
19.99,5573.8,2,43000,15.99,0,0,1,40,30,-1,0,1
10.49,1949.9,2,43000,16.47,1,0,0,44,10,1,0,0
18.99,1319.5,2,43000,16.75,0,0,0,32,30,1,1,0
17.99,5422.2,2,43000,17.08,0,1,0,33,30,1,0,1
11.39,823.1,2,43000,18.28,0,0,0,33,20,1,1,1
13.99,2733.9,2,43000,26.6,4,0,0,41,30,1,1,1
23.99,6276.5,2,43000,27.44,0,1,0,37,10,1,1,1
10.49,2274.9,2,43000,30.62,0,3,0,35,10,-1,1,0
13.99,2460.5,2,43000,31.65,0,1,1,36,30,-1,1,1
18.99,4668.4,2,43000,31.71,0,0,0,37,30,1,0,0
22.74,4310.7,3,43000,5.27,0,0,0,36,20,1,1,1
12.74,2853.4,3,43000,6.45,0,2,1,35,10,1,0,0
12.74,2685.6,3,43000,6.48,0,1,0,28,10,-1,1,0
21.49,758.6,3,43000,8.76,0,0,0,38,30,1,1,1
13.99,2733.9,3,43000,18.36,0,2,1,31,20,1,1,1
12.74,4028.3,3,43000,19.79,0,0,0,42,20,1,1,1
11.49,1978.3,3,43000,20.49,0,0,0,47,20,1,1,1
14.99,2426.3,3,43000,21.27,0,0,0,55,30,1,0,1
11.49,2637.8,3,43000,21.66,0,0,0,46,20,1,1,1
11.44,988.5,3,43000,23.64,0,0,0,31,20,1,0,1
24.74,4120.8,3,43000,23.81,0,0,0,35,30,1,0,1
15.99,3163.7,3,43000,34.33,2,0,0,31,30,1,0,1
15.99,1968.6,4,43000,14.26,0,3,0,35,50,1,0,1
12.74,2014.2,4,43000,17.39,0,2,0,40,30,1,1,1
13.99,3417.3,4,43000,19.37,0,0,0,40,40,1,0,0
12.74,1754,4,43000,20.79,0,1,0,42,10,1,0,0
12.74,3222.7,4,43000,21.91,0,1,0,48,40,1,1,0
13.99,4187.4,4,43000,26.85,0,0,0,44,20,1,0,0
22.74,3729.5,4,43000,31.43,0,0,0,47,45,1,1,0
30.74,5905.7,4,43000,33.8,0,0,0,45,20,1,1,1
11.49,774.9,5,43000,13.2,0,0,0,37,10,1,0,0
16.99,6416.6,5,43000,16.69,1,1,0,27,30,-1,0,0
14.49,1445.5,5,43000,17.65,0,1,0,46,20,1,1,1
11.39,4338.2,5,43000,18.7,0,1,0,36,10,1,0,0
16.99,7049.4,5,43000,18.92,0,1,0,28,260,1,0,0
11.49,3297.2,5,43000,24.92,0,1,0,34,20,1,0,1
12.74,3356.9,5,43000,29.61,0,2,0,41,30,1,1,1
18.99,7880,5,43000,31.76,0,0,0,31,30,1,0,0
17.99,7952.5,5,43000,31.77,0,1,0,33,20,1,1,1
10.49,5199.7,5,43000,34.05,2,1,0,22,60,1,1,1
15.99,1898.3,6,43000,16.75,0,1,0,48,30,1,0,1
11.39,1053.6,7,43000,7.98,0,1,0,46,30,1,1,0
13.49,2850.2,7,43000,16.86,0,0,0,36,10,-1,0,0
12.74,2819.8,7,43000,22.6,0,0,0,44,30,-1,0,0
10.49,1949.9,7,43000,23.83,0,0,0,28,5,1,0,0
14.99,2079.7,8,43000,6.39,0,0,0,39,10,1,0,0
28.69,1419.1,8,43000,12.73,0,2,0,38,30,1,1,1
17.99,5783.6,8,43000,23.08,0,3,0,44,20,1,0,1
11.49,659.5,8,43000,23.36,0,0,0,37,30,-1,0,0
24.74,3591.5,8,43000,25.54,0,1,0,43,30,-1,1,0
6.99,308.8,9,43000,11.34,0,0,0,41,30,1,0,0
30.74,6996.6,9,43000,15.85,2,1,1,39,10,1,1,1
18.99,2565.6,9,43000,18.2,0,0,0,32,20,-1,1,1
16.99,1069.5,10,43000,2.11,0,3,0,50,20,-1,1,0
21.49,1820.6,10,43000,4.8,0,4,0,31,20,1,1,1
12.74,2517.7,10,43000,5.36,0,1,0,30,30,1,1,1
13.99,1708.7,10,43000,11.97,1,2,0,30,30,1,1,1
19.99,3251.5,10,43000,12.67,0,1,0,31,10,1,1,1
10.49,1624.9,10,43000,13.15,0,0,1,26,10,-1,1,0
11.49,3078.3,10,43000,13.62,0,0,1,36,10,-1,1,1
13.49,2035.9,10,43000,13.81,0,4,1,56,20,1,1,1
17.99,2159.9,10,43000,14.43,0,0,1,43,20,-1,1,0
14.99,3466.1,10,43000,15.46,1,1,0,49,10,1,0,0
16.99,7049.4,10,43000,18.14,0,0,0,37,10,1,0,0
12.74,5371.1,10,43000,18.36,0,2,0,40,30,1,0,1
12.74,2114.9,10,43000,18.85,0,0,0,39,10,1,1,0
7.49,1555.1,10,43000,21.16,0,1,0,38,40,1,1,0
12.74,335.7,10,43000,21.21,0,1,0,37,15,1,0,0
14.99,3292.8,10,43000,21.88,0,1,1,36,30,1,0,0
17.99,2891.8,10,43000,21.88,1,0,0,32,20,1,0,1
19.99,7431.7,10,43000,22.84,0,1,0,46,20,1,1,1
11.39,1745,10,43000,22.97,0,1,0,32,30,-1,1,0
16.99,3564.8,10,43000,23.11,0,1,0,40,30,1,1,0
16.99,4277.8,10,43000,24.09,0,0,0,50,30,-1,0,0
11.44,3294.8,10,43000,24.17,0,0,0,53,30,1,0,0
11.49,2637.8,10,43000,24.87,0,0,1,36,5,1,0,0
15.99,3374.7,10,43000,25.79,0,4,0,47,30,1,0,1
15.99,5272.9,10,43000,25.79,1,3,0,27,30,1,1,1
18.99,4681.3,10,43000,25.96,1,0,0,44,30,1,0,0
21.49,7652.4,10,43000,27.24,0,1,0,33,20,-1,1,1
13.99,3489.5,10,43000,27.35,0,1,0,45,30,1,0,0
30.49,5878,10,43000,27.84,0,1,1,32,10,1,1,1
25.49,2964,10,43000,28.3,0,0,0,45,30,1,0,1
13.99,1879.6,10,43000,29.64,0,1,0,36,10,-1,0,0
11.39,1580.4,10,43000,30.7,0,0,0,31,40,1,1,0
18.99,2382.4,10,43000,30.7,0,0,0,29,45,1,1,0
12.79,671.9,10,43000,31.67,0,2,0,32,20,1,1,1
13.49,1628.7,10,43000,33.21,4,1,0,30,30,1,1,1
16.99,3578,10,43000,33.27,0,1,0,39,30,1,1,1
24.99,5803.1,10,43000,34.5,1,1,0,32,20,1,1,1
18.99,5002.9,10,43000,34.8,2,0,0,38,20,1,0,1
21.49,4919.4,10,43000,38.54,0,0,1,36,20,1,1,1
18.99,5563.1,5,42944,16.41,0,0,0,46,20,1,1,1
16.99,4990.7,10,42900,26.94,0,0,1,50,20,-1,1,1
24.74,4379.9,10,42816,10.15,0,0,1,44,10,1,0,0
21.49,6741.6,10,42800,19.91,0,1,0,28,20,1,1,1
